time,action,count,
2017-9-28 2:23:11, Cancel, 34,
2017-9-28 2:23:1, Cancel, 29,
2017-9-28 2:22:6, Cancel, 35,
2017-9-28 2:22:56, Cancel, 37,
2017-9-28 2:22:51, Cancel, 23,
2017-9-28 2:22:46, Cancel, 27,
2017-9-28 2:22:41, Cancel, 29,
2017-9-28 2:22:36, Cancel, 29,
2017-9-28 2:22:31, Cancel, 20,
2017-9-28 2:22:26, Cancel, 26,
2017-9-28 2:22:21, Cancel, 28,
2017-9-28 2:22:16, Cancel, 34,
2017-9-28 2:22:11, Cancel, 33,
2017-9-28 2:22:1, Cancel, 31,
2017-9-28 2:21:6, Cancel, 36,
2017-9-28 2:21:56, Cancel, 46,
2017-9-28 2:21:51, Cancel, 36,
2017-9-28 2:21:46, Cancel, 23,
2017-9-28 2:21:41, Cancel, 34,
2017-9-28 2:21:36, Cancel, 22,
2017-9-28 2:21:31, Cancel, 28,
2017-9-28 2:21:26, Cancel, 33,
2017-9-28 2:21:21, Cancel, 34,
2017-9-28 2:21:16, Cancel, 22,
2017-9-28 2:21:11, Cancel, 24,
2017-9-28 2:21:1, Cancel, 30,
2017-9-28 2:20:6, Cancel, 19,
2017-9-28 2:20:56, Cancel, 25,
2017-9-28 2:20:51, Cancel, 32,
2017-9-28 2:20:46, Cancel, 42,
2017-9-28 2:20:41, Cancel, 31,
2017-9-28 2:20:36, Cancel, 40,
2017-9-28 2:20:31, Cancel, 38,
2017-9-28 2:20:26, Cancel, 35,
2017-9-28 2:20:21, Cancel, 30,
2017-9-28 2:20:16, Cancel, 35,
2017-9-28 2:20:11, Cancel, 34,
2017-9-28 2:20:1, Cancel, 19,
2017-9-28 2:19:6, Cancel, 29,
2017-9-28 2:19:56, Cancel, 30,
2017-9-28 2:19:51, Cancel, 29,
2017-9-28 2:19:46, Cancel, 33,
2017-9-28 2:19:41, Cancel, 33,
2017-9-28 2:19:36, Cancel, 27,
2017-9-28 2:19:31, Cancel, 29,
2017-9-28 2:19:26, Cancel, 30,
2017-9-28 2:19:21, Cancel, 38,
2017-9-28 2:19:16, Cancel, 31,
2017-9-28 2:19:11, Cancel, 26,
2017-9-28 2:19:1, Cancel, 39,
2017-9-28 2:18:6, Cancel, 29,
2017-9-28 2:18:56, Cancel, 32,
2017-9-28 2:18:51, Cancel, 32,
2017-9-28 2:18:46, Cancel, 34,
2017-9-28 2:18:41, Cancel, 32,
2017-9-28 2:18:36, Cancel, 27,
2017-9-28 2:18:31, Cancel, 23,
2017-9-28 2:18:26, Cancel, 31,
2017-9-28 2:18:21, Cancel, 15,
2017-9-28 2:18:16, Cancel, 31,
2017-9-28 2:18:11, Cancel, 29,
2017-9-28 2:18:1, Cancel, 24,
2017-9-28 2:17:6, Cancel, 34,
2017-9-28 2:17:56, Cancel, 28,
2017-9-28 2:17:51, Cancel, 30,
2017-9-28 2:17:46, Cancel, 27,
2017-9-28 2:17:41, Cancel, 29,
2017-9-28 2:17:36, Cancel, 32,
2017-9-28 2:17:31, Cancel, 33,
2017-9-28 2:17:26, Cancel, 25,
2017-9-28 2:17:21, Cancel, 34,
2017-9-28 2:17:16, Cancel, 39,
2017-9-28 2:17:11, Cancel, 26,
2017-9-28 2:17:1, Cancel, 38,
2017-9-28 2:16:6, Cancel, 23,
2017-9-28 2:16:56, Cancel, 42,
2017-9-28 2:16:51, Cancel, 32,
2017-9-28 2:16:46, Cancel, 27,
2017-9-28 2:16:41, Cancel, 40,
2017-9-28 2:16:36, Cancel, 29,
2017-9-28 2:16:31, Cancel, 34,
2017-9-28 2:16:26, Cancel, 26,
2017-9-28 2:16:21, Cancel, 26,
2017-9-28 2:16:16, Cancel, 28,
2017-9-28 2:16:11, Cancel, 32,
2017-9-28 2:16:1, Cancel, 22,
2017-9-28 2:15:6, Cancel, 27,
2017-9-28 2:15:56, Cancel, 32,
2017-9-28 2:15:51, Cancel, 31,
2017-9-28 2:15:46, Cancel, 31,
2017-9-28 2:15:41, Cancel, 33,
2017-9-28 2:15:36, Cancel, 35,
2017-9-28 2:15:31, Cancel, 38,
2017-9-28 2:15:26, Cancel, 44,
2017-9-28 2:15:21, Cancel, 24,
2017-9-28 2:15:16, Cancel, 29,
2017-9-28 2:15:11, Cancel, 31,
2017-9-28 2:15:1, Cancel, 29,
2017-9-28 2:14:6, Cancel, 42,
2017-9-28 2:14:56, Cancel, 35,
2017-9-28 2:14:51, Cancel, 29,
2017-9-28 2:14:46, Cancel, 20,
2017-9-28 2:14:41, Cancel, 30,
2017-9-28 2:14:36, Cancel, 34,
2017-9-28 2:14:31, Cancel, 28,
2017-9-28 2:14:26, Cancel, 30,
2017-9-28 2:14:21, Cancel, 34,
2017-9-28 2:14:16, Cancel, 37,
2017-9-28 2:14:11, Cancel, 33,
2017-9-28 2:14:1, Cancel, 40,
2017-9-28 2:13:6, Cancel, 29,
2017-9-28 2:13:56, Cancel, 31,
2017-9-28 2:13:51, Cancel, 34,
2017-9-28 2:13:46, Cancel, 31,
2017-9-28 2:13:41, Cancel, 22,
2017-9-28 2:13:36, Cancel, 27,
2017-9-28 2:13:31, Cancel, 26,
2017-9-28 2:13:26, Cancel, 28,
2017-9-28 2:13:21, Cancel, 28,
2017-9-28 2:13:16, Cancel, 40,
2017-9-28 2:13:11, Cancel, 24,
2017-9-28 2:13:1, Cancel, 25,
2017-9-28 2:12:6, Cancel, 23,
2017-9-28 2:12:56, Cancel, 39,
2017-9-28 2:12:51, Cancel, 39,
2017-9-28 2:12:46, Cancel, 22,
2017-9-28 2:12:41, Cancel, 31,
2017-9-28 2:12:36, Cancel, 35,
2017-9-28 2:12:31, Cancel, 40,
2017-9-28 2:12:26, Cancel, 24,
2017-9-28 2:12:21, Cancel, 42,
2017-9-28 2:12:16, Cancel, 33,
2017-9-28 2:12:11, Cancel, 29,
2017-9-28 2:12:1, Cancel, 33,
2017-9-28 2:11:6, Cancel, 35,
2017-9-28 2:11:56, Cancel, 17,
2017-9-28 2:11:51, Cancel, 29,
2017-9-28 2:11:46, Cancel, 32,
2017-9-28 2:11:41, Cancel, 32,
2017-9-28 2:11:36, Cancel, 27,
2017-9-28 2:11:31, Cancel, 29,
2017-9-28 2:11:26, Cancel, 26,
2017-9-28 2:11:21, Cancel, 34,
2017-9-28 2:11:16, Cancel, 27,
2017-9-28 2:11:11, Cancel, 28,
2017-9-28 2:11:1, Cancel, 28,
2017-9-28 2:10:6, Cancel, 36,
2017-9-28 2:10:56, Cancel, 23,
2017-9-28 2:10:51, Cancel, 45,
2017-9-28 2:10:46, Cancel, 31,
2017-9-28 2:10:41, Cancel, 27,
2017-9-28 2:10:36, Cancel, 44,
2017-9-28 2:10:31, Cancel, 38,
2017-9-28 2:10:26, Cancel, 28,
2017-9-28 2:10:21, Cancel, 30,
2017-9-28 2:10:16, Cancel, 37,
2017-9-28 2:10:11, Cancel, 27,
2017-9-28 2:10:1, Cancel, 26,
2017-9-28 1:9:6, Cancel, 26,
2017-9-28 1:9:56, Cancel, 33,
2017-9-28 1:9:51, Cancel, 32,
2017-9-28 1:9:46, Cancel, 23,
2017-9-28 1:9:41, Cancel, 24,
2017-9-28 1:9:36, Cancel, 27,
2017-9-28 1:9:31, Cancel, 27,
2017-9-28 1:9:26, Cancel, 29,
2017-9-28 1:9:21, Cancel, 40,
2017-9-28 1:9:16, Cancel, 24,
2017-9-28 1:9:11, Cancel, 28,
2017-9-28 1:9:1, Cancel, 38,
2017-9-28 1:8:6, Cancel, 33,
2017-9-28 1:8:56, Cancel, 38,
2017-9-28 1:8:51, Cancel, 24,
2017-9-28 1:8:46, Cancel, 30,
2017-9-28 1:8:41, Cancel, 35,
2017-9-28 1:8:36, Cancel, 41,
2017-9-28 1:8:31, Cancel, 26,
2017-9-28 1:8:26, Cancel, 42,
2017-9-28 1:8:21, Cancel, 31,
2017-9-28 1:8:16, Cancel, 29,
2017-9-28 1:8:11, Cancel, 23,
2017-9-28 1:8:1, Cancel, 17,
2017-9-28 1:7:6, Cancel, 31,
2017-9-28 1:7:56, Cancel, 29,
2017-9-28 1:7:51, Cancel, 32,
2017-9-28 1:7:46, Cancel, 34,
2017-9-28 1:7:41, Cancel, 26,
2017-9-28 1:7:36, Cancel, 33,
2017-9-28 1:7:31, Cancel, 25,
2017-9-28 1:7:26, Cancel, 32,
2017-9-28 1:7:21, Cancel, 28,
2017-9-28 1:7:16, Cancel, 28,
2017-9-28 1:7:11, Cancel, 36,
2017-9-28 1:7:1, Cancel, 20,
2017-9-28 1:6:6, Cancel, 23,
2017-9-28 1:6:56, Cancel, 41,
2017-9-28 1:6:51, Cancel, 37,
2017-9-28 1:6:46, Cancel, 25,
2017-9-28 1:6:41, Cancel, 46,
2017-9-28 1:6:36, Cancel, 37,
2017-9-28 1:6:31, Cancel, 26,
2017-9-28 1:6:26, Cancel, 33,
2017-9-28 1:6:21, Cancel, 39,
2017-9-28 1:6:16, Cancel, 29,
2017-9-28 1:6:11, Cancel, 37,
2017-9-28 1:6:1, Cancel, 29,
2017-9-28 1:5:6, Cancel, 33,
2017-9-28 1:5:56, Cancel, 29,
2017-9-28 1:5:51, Cancel, 29,
2017-9-28 1:5:46, Cancel, 19,
2017-9-28 1:5:41, Cancel, 28,
2017-9-28 1:5:36, Cancel, 30,
2017-9-28 1:5:31, Cancel, 37,
2017-9-28 1:5:26, Cancel, 30,
2017-9-28 1:5:21, Cancel, 36,
2017-9-28 1:5:16, Cancel, 32,
2017-9-28 1:5:11, Cancel, 46,
2017-9-28 1:5:1, Cancel, 31,
2017-9-28 1:50:1, Cancel, 29,
2017-9-28 1:4:6, Cancel, 39,
2017-9-28 1:4:56, Cancel, 28,
2017-9-28 1:4:51, Cancel, 26,
2017-9-28 1:4:46, Cancel, 26,
2017-9-28 1:4:41, Cancel, 35,
2017-9-28 1:4:36, Cancel, 34,
2017-9-28 1:4:31, Cancel, 21,
2017-9-28 1:4:26, Cancel, 28,
2017-9-28 1:4:21, Cancel, 36,
2017-9-28 1:4:16, Cancel, 26,
2017-9-28 1:4:11, Cancel, 25,
2017-9-28 1:4:1, Cancel, 39,
2017-9-28 1:49:6, Cancel, 38,
2017-9-28 1:49:56, Cancel, 36,
2017-9-28 1:49:51, Cancel, 30,
2017-9-28 1:49:46, Cancel, 36,
2017-9-28 1:49:41, Cancel, 29,
2017-9-28 1:49:36, Cancel, 53,
2017-9-28 1:49:31, Cancel, 31,
2017-9-28 1:49:26, Cancel, 31,
2017-9-28 1:49:21, Cancel, 28,
2017-9-28 1:49:16, Cancel, 26,
2017-9-28 1:49:11, Cancel, 28,
2017-9-28 1:49:1, Cancel, 33,
2017-9-28 1:48:6, Cancel, 31,
2017-9-28 1:48:56, Cancel, 21,
2017-9-28 1:48:51, Cancel, 27,
2017-9-28 1:48:46, Cancel, 35,
2017-9-28 1:48:41, Cancel, 27,
2017-9-28 1:48:36, Cancel, 25,
2017-9-28 1:48:31, Cancel, 41,
2017-9-28 1:48:26, Cancel, 40,
2017-9-28 1:48:21, Cancel, 27,
2017-9-28 1:48:16, Cancel, 47,
2017-9-28 1:48:11, Cancel, 40,
2017-9-28 1:48:1, Cancel, 36,
2017-9-28 1:47:6, Cancel, 39,
2017-9-28 1:47:56, Cancel, 32,
2017-9-28 1:47:51, Cancel, 22,
2017-9-28 1:47:46, Cancel, 27,
2017-9-28 1:47:41, Cancel, 26,
2017-9-28 1:47:36, Cancel, 29,
2017-9-28 1:47:31, Cancel, 27,
2017-9-28 1:47:26, Cancel, 40,
2017-9-28 1:47:21, Cancel, 25,
2017-9-28 1:47:16, Cancel, 28,
2017-9-28 1:47:11, Cancel, 26,
2017-9-28 1:47:1, Cancel, 38,
2017-9-28 1:46:6, Cancel, 18,
2017-9-28 1:46:56, Cancel, 22,
2017-9-28 1:46:51, Cancel, 31,
2017-9-28 1:46:46, Cancel, 37,
2017-9-28 1:46:41, Cancel, 38,
2017-9-28 1:46:36, Cancel, 26,
2017-9-28 1:46:31, Cancel, 41,
2017-9-28 1:46:26, Cancel, 32,
2017-9-28 1:46:21, Cancel, 29,
2017-9-28 1:46:16, Cancel, 22,
2017-9-28 1:46:11, Cancel, 33,
2017-9-28 1:46:1, Cancel, 29,
2017-9-28 1:45:6, Cancel, 21,
2017-9-28 1:45:56, Cancel, 31,
2017-9-28 1:45:51, Cancel, 33,
2017-9-28 1:45:46, Cancel, 27,
2017-9-28 1:45:41, Cancel, 29,
2017-9-28 1:45:36, Cancel, 28,
2017-9-28 1:45:31, Cancel, 32,
2017-9-28 1:45:26, Cancel, 29,
2017-9-28 1:45:21, Cancel, 27,
2017-9-28 1:45:16, Cancel, 36,
2017-9-28 1:45:11, Cancel, 30,
2017-9-28 1:45:1, Cancel, 43,
2017-9-28 1:44:6, Cancel, 31,
2017-9-28 1:44:56, Cancel, 35,
2017-9-28 1:44:51, Cancel, 27,
2017-9-28 1:44:46, Cancel, 45,
2017-9-28 1:44:41, Cancel, 38,
2017-9-28 1:44:36, Cancel, 26,
2017-9-28 1:44:31, Cancel, 34,
2017-9-28 1:44:26, Cancel, 38,
2017-9-28 1:44:21, Cancel, 31,
2017-9-28 1:44:16, Cancel, 34,
2017-9-28 1:44:11, Cancel, 21,
2017-9-28 1:44:1, Cancel, 28,
2017-9-28 1:43:6, Cancel, 30,
2017-9-28 1:43:56, Cancel, 29,
2017-9-28 1:43:51, Cancel, 20,
2017-9-28 1:43:46, Cancel, 27,
2017-9-28 1:43:41, Cancel, 29,
2017-9-28 1:43:36, Cancel, 35,
2017-9-28 1:43:31, Cancel, 31,
2017-9-28 1:43:26, Cancel, 36,
2017-9-28 1:43:21, Cancel, 29,
2017-9-28 1:43:16, Cancel, 51,
2017-9-28 1:43:11, Cancel, 32,
2017-9-28 1:43:1, Cancel, 28,
2017-9-28 1:42:6, Cancel, 45,
2017-9-28 1:42:56, Cancel, 24,
2017-9-28 1:42:51, Cancel, 31,
2017-9-28 1:42:46, Cancel, 31,
2017-9-28 1:42:41, Cancel, 33,
2017-9-28 1:42:36, Cancel, 24,
2017-9-28 1:42:31, Cancel, 26,
2017-9-28 1:42:26, Cancel, 38,
2017-9-28 1:42:21, Cancel, 25,
2017-9-28 1:42:16, Cancel, 26,
2017-9-28 1:42:11, Cancel, 33,
2017-9-28 1:42:1, Cancel, 30,
2017-9-28 1:41:6, Cancel, 41,
2017-9-28 1:41:56, Cancel, 40,
2017-9-28 1:41:51, Cancel, 35,
2017-9-28 1:41:46, Cancel, 40,
2017-9-28 1:41:41, Cancel, 34,
2017-9-28 1:41:36, Cancel, 31,
2017-9-28 1:41:31, Cancel, 29,
2017-9-28 1:41:26, Cancel, 23,
2017-9-28 1:41:21, Cancel, 26,
2017-9-28 1:41:16, Cancel, 28,
2017-9-28 1:41:11, Cancel, 26,
2017-9-28 1:41:1, Cancel, 29,
2017-9-28 1:40:6, Cancel, 30,
2017-9-28 1:40:56, Cancel, 23,
2017-9-28 1:40:51, Cancel, 28,
2017-9-28 1:40:46, Cancel, 35,
2017-9-28 1:40:41, Cancel, 38,
2017-9-28 1:40:36, Cancel, 31,
2017-9-28 1:40:31, Cancel, 25,
2017-9-28 1:40:26, Cancel, 38,
2017-9-28 1:40:21, Cancel, 41,
2017-9-28 1:40:16, Cancel, 22,
2017-9-28 1:40:11, Cancel, 46,
2017-9-28 1:40:1, Cancel, 32,
2017-9-28 1:3:6, Cancel, 26,
2017-9-28 1:3:56, Cancel, 28,
2017-9-28 1:3:51, Cancel, 43,
2017-9-28 1:3:46, Cancel, 34,
2017-9-28 1:3:41, Cancel, 38,
2017-9-28 1:3:36, Cancel, 33,
2017-9-28 1:3:31, Cancel, 33,
2017-9-28 1:3:26, Cancel, 27,
2017-9-28 1:3:21, Cancel, 23,
2017-9-28 1:3:16, Cancel, 28,
2017-9-28 1:3:11, Cancel, 29,
2017-9-28 1:3:1, Cancel, 41,
2017-9-28 1:39:6, Cancel, 27,
2017-9-28 1:39:56, Cancel, 24,
2017-9-28 1:39:51, Cancel, 31,
2017-9-28 1:39:46, Cancel, 17,
2017-9-28 1:39:41, Cancel, 31,
2017-9-28 1:39:36, Cancel, 30,
2017-9-28 1:39:31, Cancel, 29,
2017-9-28 1:39:26, Cancel, 32,
2017-9-28 1:39:21, Cancel, 28,
2017-9-28 1:39:16, Cancel, 25,
2017-9-28 1:39:11, Cancel, 37,
2017-9-28 1:39:1, Cancel, 28,
2017-9-28 1:38:6, Cancel, 38,
2017-9-28 1:38:56, Cancel, 37,
2017-9-28 1:38:51, Cancel, 28,
2017-9-28 1:38:46, Cancel, 22,
2017-9-28 1:38:41, Cancel, 44,
2017-9-28 1:38:36, Cancel, 35,
2017-9-28 1:38:31, Cancel, 27,
2017-9-28 1:38:26, Cancel, 45,
2017-9-28 1:38:21, Cancel, 38,
2017-9-28 1:38:16, Cancel, 26,
2017-9-28 1:38:11, Cancel, 34,
2017-9-28 1:38:1, Cancel, 31,
2017-9-28 1:37:6, Cancel, 38,
2017-9-28 1:37:56, Cancel, 35,
2017-9-28 1:37:51, Cancel, 24,
2017-9-28 1:37:46, Cancel, 29,
2017-9-28 1:37:41, Cancel, 31,
2017-9-28 1:37:36, Cancel, 27,
2017-9-28 1:37:31, Cancel, 19,
2017-9-28 1:37:26, Cancel, 30,
2017-9-28 1:37:21, Cancel, 32,
2017-9-28 1:37:16, Cancel, 36,
2017-9-28 1:37:11, Cancel, 30,
2017-9-28 1:37:1, Cancel, 29,
2017-9-28 1:36:6, Cancel, 33,
2017-9-28 1:36:56, Cancel, 48,
2017-9-28 1:36:51, Cancel, 29,
2017-9-28 1:36:46, Cancel, 32,
2017-9-28 1:36:41, Cancel, 27,
2017-9-28 1:36:36, Cancel, 27,
2017-9-28 1:36:31, Cancel, 30,
2017-9-28 1:36:26, Cancel, 35,
2017-9-28 1:36:21, Cancel, 32,
2017-9-28 1:36:16, Cancel, 21,
2017-9-28 1:36:11, Cancel, 29,
2017-9-28 1:36:1, Cancel, 27,
2017-9-28 1:35:6, Cancel, 23,
2017-9-28 1:35:56, Cancel, 27,
2017-9-28 1:35:51, Cancel, 40,
2017-9-28 1:35:46, Cancel, 39,
2017-9-28 1:35:41, Cancel, 29,
2017-9-28 1:35:36, Cancel, 46,
2017-9-28 1:35:31, Cancel, 40,
2017-9-28 1:35:26, Cancel, 32,
2017-9-28 1:35:21, Cancel, 33,
2017-9-28 1:35:16, Cancel, 35,
2017-9-28 1:35:11, Cancel, 23,
2017-9-28 1:35:1, Cancel, 29,
2017-9-28 1:34:6, Cancel, 39,
2017-9-28 1:34:56, Cancel, 29,
2017-9-28 1:34:51, Cancel, 29,
2017-9-28 1:34:46, Cancel, 37,
2017-9-28 1:34:41, Cancel, 28,
2017-9-28 1:34:36, Cancel, 29,
2017-9-28 1:34:31, Cancel, 28,
2017-9-28 1:34:26, Cancel, 38,
2017-9-28 1:34:21, Cancel, 33,
2017-9-28 1:34:16, Cancel, 24,
2017-9-28 1:34:11, Cancel, 30,
2017-9-28 1:34:1, Cancel, 34,
2017-9-28 1:33:6, Cancel, 31,
2017-9-28 1:33:56, Cancel, 38,
2017-9-28 1:33:51, Cancel, 35,
2017-9-28 1:33:46, Cancel, 31,
2017-9-28 1:33:41, Cancel, 26,
2017-9-28 1:33:36, Cancel, 30,
2017-9-28 1:33:31, Cancel, 27,
2017-9-28 1:33:26, Cancel, 19,
2017-9-28 1:33:21, Cancel, 31,
2017-9-28 1:33:16, Cancel, 32,
2017-9-28 1:33:11, Cancel, 32,
2017-9-28 1:33:1, Cancel, 27,
2017-9-28 1:32:6, Cancel, 35,
2017-9-28 1:32:56, Cancel, 25,
2017-9-28 1:32:51, Cancel, 30,
2017-9-28 1:32:46, Cancel, 32,
2017-9-28 1:32:41, Cancel, 36,
2017-9-28 1:32:36, Cancel, 27,
2017-9-28 1:32:31, Cancel, 32,
2017-9-28 1:32:26, Cancel, 28,
2017-9-28 1:32:21, Cancel, 31,
2017-9-28 1:32:16, Cancel, 37,
2017-9-28 1:32:11, Cancel, 36,
2017-9-28 1:32:1, Cancel, 35,
2017-9-28 1:31:6, Cancel, 32,
2017-9-28 1:31:56, Cancel, 28,
2017-9-28 1:31:51, Cancel, 36,
2017-9-28 1:31:46, Cancel, 35,
2017-9-28 1:31:41, Cancel, 35,
2017-9-28 1:31:36, Cancel, 30,
2017-9-28 1:31:31, Cancel, 26,
2017-9-28 1:31:26, Cancel, 27,
2017-9-28 1:31:21, Cancel, 33,
2017-9-28 1:31:16, Cancel, 24,
2017-9-28 1:31:11, Cancel, 19,
2017-9-28 1:31:1, Cancel, 30,
2017-9-28 1:30:6, Cancel, 34,
2017-9-28 1:30:56, Cancel, 33,
2017-9-28 1:30:51, Cancel, 35,
2017-9-28 1:30:46, Cancel, 34,
2017-9-28 1:30:41, Cancel, 34,
2017-9-28 1:30:36, Cancel, 47,
2017-9-28 1:30:31, Cancel, 25,
2017-9-28 1:30:26, Cancel, 32,
2017-9-28 1:30:21, Cancel, 29,
2017-9-28 1:30:16, Cancel, 31,
2017-9-28 1:30:11, Cancel, 28,
2017-9-28 1:30:1, Cancel, 31,
2017-9-28 1:2:6, Cancel, 41,
2017-9-28 1:2:56, Cancel, 28,
2017-9-28 1:2:51, Cancel, 26,
2017-9-28 1:2:46, Cancel, 26,
2017-9-28 1:2:41, Cancel, 39,
2017-9-28 1:2:36, Cancel, 34,
2017-9-28 1:2:31, Cancel, 29,
2017-9-28 1:2:26, Cancel, 26,
2017-9-28 1:2:21, Cancel, 38,
2017-9-28 1:2:16, Cancel, 42,
2017-9-28 1:2:11, Cancel, 24,
2017-9-28 1:2:1, Cancel, 29,
2017-9-28 1:29:6, Cancel, 31,
2017-9-28 1:29:56, Cancel, 19,
2017-9-28 1:29:51, Cancel, 31,
2017-9-28 1:29:46, Cancel, 34,
2017-9-28 1:29:41, Cancel, 26,
2017-9-28 1:29:36, Cancel, 33,
2017-9-28 1:29:31, Cancel, 34,
2017-9-28 1:29:26, Cancel, 37,
2017-9-28 1:29:21, Cancel, 34,
2017-9-28 1:29:16, Cancel, 45,
2017-9-28 1:29:11, Cancel, 36,
2017-9-28 1:29:1, Cancel, 35,
2017-9-28 1:28:6, Cancel, 36,
2017-9-28 1:28:56, Cancel, 33,
2017-9-28 1:28:51, Cancel, 21,
2017-9-28 1:28:46, Cancel, 24,
2017-9-28 1:28:41, Cancel, 30,
2017-9-28 1:28:36, Cancel, 28,
2017-9-28 1:28:31, Cancel, 26,
2017-9-28 1:28:26, Cancel, 39,
2017-9-28 1:28:21, Cancel, 28,
2017-9-28 1:28:16, Cancel, 30,
2017-9-28 1:28:11, Cancel, 24,
2017-9-28 1:28:1, Cancel, 37,
2017-9-28 1:27:6, Cancel, 17,
2017-9-28 1:27:56, Cancel, 23,
2017-9-28 1:27:51, Cancel, 30,
2017-9-28 1:27:46, Cancel, 37,
2017-9-28 1:27:41, Cancel, 38,
2017-9-28 1:27:36, Cancel, 26,
2017-9-28 1:27:31, Cancel, 41,
2017-9-28 1:27:26, Cancel, 33,
2017-9-28 1:27:21, Cancel, 28,
2017-9-28 1:27:16, Cancel, 23,
2017-9-28 1:27:11, Cancel, 32,
2017-9-28 1:27:1, Cancel, 30,
2017-9-28 1:26:6, Cancel, 23,
2017-9-28 1:26:56, Cancel, 30,
2017-9-28 1:26:51, Cancel, 29,
2017-9-28 1:26:46, Cancel, 31,
2017-9-28 1:26:41, Cancel, 28,
2017-9-28 1:26:36, Cancel, 25,
2017-9-28 1:26:31, Cancel, 33,
2017-9-28 1:26:26, Cancel, 31,
2017-9-28 1:26:21, Cancel, 24,
2017-9-28 1:26:16, Cancel, 37,
2017-9-28 1:26:11, Cancel, 28,
2017-9-28 1:26:1, Cancel, 47,
2017-9-28 1:25:6, Cancel, 30,
2017-9-28 1:25:56, Cancel, 28,
2017-9-28 1:25:51, Cancel, 27,
2017-9-28 1:25:46, Cancel, 44,
2017-9-28 1:25:41, Cancel, 38,
2017-9-28 1:25:36, Cancel, 30,
2017-9-28 1:25:31, Cancel, 26,
2017-9-28 1:25:26, Cancel, 41,
2017-9-28 1:25:21, Cancel, 28,
2017-9-28 1:25:16, Cancel, 36,
2017-9-28 1:25:11, Cancel, 22,
2017-9-28 1:25:1, Cancel, 30,
2017-9-28 1:24:6, Cancel, 25,
2017-9-28 1:24:56, Cancel, 30,
2017-9-28 1:24:51, Cancel, 24,
2017-9-28 1:24:46, Cancel, 22,
2017-9-28 1:24:41, Cancel, 30,
2017-9-28 1:24:36, Cancel, 31,
2017-9-28 1:24:31, Cancel, 34,
2017-9-28 1:24:26, Cancel, 32,
2017-9-28 1:24:21, Cancel, 37,
2017-9-28 1:24:16, Cancel, 35,
2017-9-28 1:24:11, Cancel, 43,
2017-9-28 1:24:1, Cancel, 25,
2017-9-28 1:23:6, Cancel, 40,
2017-9-28 1:23:56, Cancel, 31,
2017-9-28 1:23:51, Cancel, 28,
2017-9-28 1:23:46, Cancel, 33,
2017-9-28 1:23:41, Cancel, 32,
2017-9-28 1:23:36, Cancel, 27,
2017-9-28 1:23:31, Cancel, 19,
2017-9-28 1:23:26, Cancel, 39,
2017-9-28 1:23:21, Cancel, 31,
2017-9-28 1:23:16, Cancel, 27,
2017-9-28 1:23:11, Cancel, 29,
2017-9-28 1:23:1, Cancel, 33,
2017-9-28 1:22:6, Cancel, 35,
2017-9-28 1:22:56, Cancel, 39,
2017-9-28 1:22:51, Cancel, 42,
2017-9-28 1:22:46, Cancel, 31,
2017-9-28 1:22:41, Cancel, 33,
2017-9-28 1:22:36, Cancel, 38,
2017-9-28 1:22:31, Cancel, 33,
2017-9-28 1:22:26, Cancel, 19,
2017-9-28 1:22:21, Cancel, 21,
2017-9-28 1:22:16, Cancel, 34,
2017-9-28 1:22:11, Cancel, 25,
2017-9-28 1:22:1, Cancel, 31,
2017-9-28 1:21:6, Cancel, 30,
2017-9-28 1:21:56, Cancel, 30,
2017-9-28 1:21:51, Cancel, 26,
2017-9-28 1:21:46, Cancel, 31,
2017-9-28 1:21:41, Cancel, 39,
2017-9-28 1:21:36, Cancel, 31,
2017-9-28 1:21:31, Cancel, 29,
2017-9-28 1:21:26, Cancel, 31,
2017-9-28 1:21:21, Cancel, 39,
2017-9-28 1:21:16, Cancel, 30,
2017-9-28 1:21:11, Cancel, 44,
2017-9-28 1:21:1, Cancel, 30,
2017-9-28 1:20:6, Cancel, 28,
2017-9-28 1:20:56, Cancel, 32,
2017-9-28 1:20:51, Cancel, 27,
2017-9-28 1:20:46, Cancel, 22,
2017-9-28 1:20:41, Cancel, 25,
2017-9-28 1:20:36, Cancel, 33,
2017-9-28 1:20:31, Cancel, 32,
2017-9-28 1:20:26, Cancel, 29,
2017-9-28 1:20:21, Cancel, 26,
2017-9-28 1:20:16, Cancel, 30,
2017-9-28 1:20:11, Cancel, 32,
2017-9-28 1:20:1, Cancel, 29,
2017-9-28 1:1:6, Cancel, 33,
2017-9-28 1:1:56, Cancel, 30,
2017-9-28 1:1:51, Cancel, 27,
2017-9-28 1:1:46, Cancel, 31,
2017-9-28 1:1:41, Cancel, 16,
2017-9-28 1:1:36, Cancel, 32,
2017-9-28 1:1:31, Cancel, 29,
2017-9-28 1:1:26, Cancel, 27,
2017-9-28 1:1:21, Cancel, 35,
2017-9-28 1:1:16, Cancel, 25,
2017-9-28 1:1:11, Cancel, 27,
2017-9-28 1:1:1, Cancel, 29,
2017-9-28 1:19:6, Cancel, 40,
2017-9-28 1:19:56, Cancel, 37,
2017-9-28 1:19:51, Cancel, 23,
2017-9-28 1:19:46, Cancel, 30,
2017-9-28 1:19:41, Cancel, 41,
2017-9-28 1:19:36, Cancel, 27,
2017-9-28 1:19:31, Cancel, 31,
2017-9-28 1:19:26, Cancel, 41,
2017-9-28 1:19:21, Cancel, 41,
