time,action,count,
2017-9-28 1:19:16, Cancel, 32,
2017-9-28 1:19:11, Cancel, 28,
2017-9-28 1:19:1, Cancel, 28,
2017-9-28 1:18:6, Cancel, 33,
2017-9-28 1:18:56, Cancel, 36,
2017-9-28 1:18:51, Cancel, 23,
2017-9-28 1:18:46, Cancel, 31,
2017-9-28 1:18:41, Cancel, 30,
2017-9-28 1:18:36, Cancel, 31,
2017-9-28 1:18:31, Cancel, 23,
2017-9-28 1:18:26, Cancel, 22,
2017-9-28 1:18:21, Cancel, 30,
2017-9-28 1:18:16, Cancel, 32,
2017-9-28 1:18:11, Cancel, 35,
2017-9-28 1:18:1, Cancel, 36,
2017-9-28 1:17:6, Cancel, 38,
2017-9-28 1:17:56, Cancel, 44,
2017-9-28 1:17:51, Cancel, 38,
2017-9-28 1:17:46, Cancel, 24,
2017-9-28 1:17:41, Cancel, 29,
2017-9-28 1:17:36, Cancel, 28,
2017-9-28 1:17:31, Cancel, 28,
2017-9-28 1:17:26, Cancel, 34,
2017-9-28 1:17:21, Cancel, 33,
2017-9-28 1:17:16, Cancel, 27,
2017-9-28 1:17:11, Cancel, 23,
2017-9-28 1:17:1, Cancel, 24,
2017-9-28 1:16:6, Cancel, 23,
2017-9-28 1:16:56, Cancel, 28,
2017-9-28 1:16:51, Cancel, 32,
2017-9-28 1:16:46, Cancel, 42,
2017-9-28 1:16:41, Cancel, 33,
2017-9-28 1:16:36, Cancel, 42,
2017-9-28 1:16:31, Cancel, 34,
2017-9-28 1:16:26, Cancel, 35,
2017-9-28 1:16:21, Cancel, 36,
2017-9-28 1:16:16, Cancel, 34,
2017-9-28 1:16:11, Cancel, 28,
2017-9-28 1:16:1, Cancel, 28,
2017-9-28 1:15:6, Cancel, 32,
2017-9-28 1:15:56, Cancel, 28,
2017-9-28 1:15:51, Cancel, 25,
2017-9-28 1:15:46, Cancel, 39,
2017-9-28 1:15:41, Cancel, 29,
2017-9-28 1:15:36, Cancel, 26,
2017-9-28 1:15:31, Cancel, 26,
2017-9-28 1:15:26, Cancel, 37,
2017-9-28 1:15:21, Cancel, 40,
2017-9-28 1:15:16, Cancel, 25,
2017-9-28 1:15:11, Cancel, 27,
2017-9-28 1:15:1, Cancel, 38,
2017-9-28 1:14:6, Cancel, 28,
2017-9-28 1:14:56, Cancel, 26,
2017-9-28 1:14:51, Cancel, 44,
2017-9-28 1:14:46, Cancel, 29,
2017-9-28 1:14:41, Cancel, 29,
2017-9-28 1:14:36, Cancel, 32,
2017-9-28 1:14:31, Cancel, 28,
2017-9-28 1:14:26, Cancel, 22,
2017-9-28 1:14:21, Cancel, 23,
2017-9-28 1:14:16, Cancel, 34,
2017-9-28 1:14:11, Cancel, 31,
2017-9-28 1:14:1, Cancel, 28,
2017-9-28 1:13:6, Cancel, 36,
2017-9-28 1:13:56, Cancel, 30,
2017-9-28 1:13:51, Cancel, 29,
2017-9-28 1:13:46, Cancel, 28,
2017-9-28 1:13:41, Cancel, 31,
2017-9-28 1:13:36, Cancel, 33,
2017-9-28 1:13:31, Cancel, 25,
2017-9-28 1:13:26, Cancel, 34,
2017-9-28 1:13:21, Cancel, 39,
2017-9-28 1:13:16, Cancel, 26,
2017-9-28 1:13:11, Cancel, 34,
2017-9-28 1:13:1, Cancel, 41,
2017-9-28 1:12:6, Cancel, 21,
2017-9-28 1:12:56, Cancel, 34,
2017-9-28 1:12:51, Cancel, 28,
2017-9-28 1:12:46, Cancel, 40,
2017-9-28 1:12:41, Cancel, 27,
2017-9-28 1:12:36, Cancel, 36,
2017-9-28 1:12:31, Cancel, 26,
2017-9-28 1:12:26, Cancel, 26,
2017-9-28 1:12:21, Cancel, 30,
2017-9-28 1:12:16, Cancel, 31,
2017-9-28 1:12:11, Cancel, 22,
2017-9-28 1:12:1, Cancel, 32,
2017-9-28 1:11:6, Cancel, 28,
2017-9-28 1:11:56, Cancel, 31,
2017-9-28 1:11:51, Cancel, 30,
2017-9-28 1:11:46, Cancel, 35,
2017-9-28 1:11:41, Cancel, 35,
2017-9-28 1:11:36, Cancel, 38,
2017-9-28 1:11:31, Cancel, 43,
2017-9-28 1:11:26, Cancel, 23,
2017-9-28 1:11:21, Cancel, 31,
2017-9-28 1:11:16, Cancel, 30,
2017-9-28 1:11:11, Cancel, 28,
2017-9-28 1:11:1, Cancel, 34,
2017-9-28 1:10:6, Cancel, 36,
2017-9-28 1:10:56, Cancel, 31,
2017-9-28 1:10:51, Cancel, 19,
2017-9-28 1:10:46, Cancel, 31,
2017-9-28 1:10:41, Cancel, 32,
2017-9-28 1:10:36, Cancel, 28,
2017-9-28 1:10:31, Cancel, 31,
2017-9-28 1:10:26, Cancel, 36,
2017-9-28 1:10:21, Cancel, 37,
2017-9-28 1:10:16, Cancel, 34,
2017-9-28 1:10:11, Cancel, 45,
2017-9-28 1:10:1, Cancel, 31,
2017-9-28 1:0:6, Cancel, 27,
2017-9-28 1:0:56, Cancel, 27,
2017-9-28 1:0:51, Cancel, 37,
2017-9-28 1:0:46, Cancel, 28,
2017-9-28 1:0:41, Cancel, 23,
2017-9-28 1:0:36, Cancel, 47,
2017-9-28 1:0:31, Cancel, 25,
2017-9-28 1:0:26, Cancel, 30,
2017-9-28 1:0:21, Cancel, 44,
2017-9-28 1:0:16, Cancel, 40,
2017-9-28 1:0:11, Cancel, 29,
2017-9-28 1:0:1, Cancel, 40,
2017-9-28 0:59:6, Cancel, 34,
2017-9-28 0:59:56, Cancel, 27,
2017-9-28 0:59:51, Cancel, 36,
2017-9-28 0:59:46, Cancel, 24,
2017-9-28 0:59:41, Cancel, 28,
2017-9-28 0:59:36, Cancel, 34,
2017-9-28 0:59:31, Cancel, 29,
2017-9-28 0:59:26, Cancel, 21,
2017-9-28 0:59:21, Cancel, 25,
2017-9-28 0:59:16, Cancel, 29,
2017-9-28 0:59:11, Cancel, 34,
2017-9-28 0:59:1, Cancel, 32,
2017-9-28 0:58:6, Cancel, 24,
2017-9-28 0:58:56, Cancel, 34,
2017-9-28 0:58:51, Cancel, 44,
2017-9-28 0:58:46, Cancel, 37,
2017-9-28 0:58:41, Cancel, 25,
2017-9-28 0:58:36, Cancel, 29,
2017-9-28 0:58:31, Cancel, 28,
2017-9-28 0:58:26, Cancel, 27,
2017-9-28 0:58:21, Cancel, 33,
2017-9-28 0:58:16, Cancel, 33,
2017-9-28 0:58:11, Cancel, 24,
2017-9-28 0:58:1, Cancel, 36,
2017-9-28 0:57:6, Cancel, 32,
2017-9-28 0:57:56, Cancel, 30,
2017-9-28 0:57:51, Cancel, 25,
2017-9-28 0:57:46, Cancel, 31,
2017-9-28 0:57:41, Cancel, 42,
2017-9-28 0:57:36, Cancel, 33,
2017-9-28 0:57:31, Cancel, 42,
2017-9-28 0:57:26, Cancel, 36,
2017-9-28 0:57:21, Cancel, 35,
2017-9-28 0:57:16, Cancel, 36,
2017-9-28 0:57:11, Cancel, 32,
2017-9-28 0:57:1, Cancel, 21,
2017-9-28 0:56:6, Cancel, 28,
2017-9-28 0:56:56, Cancel, 26,
2017-9-28 0:56:51, Cancel, 25,
2017-9-28 0:56:46, Cancel, 28,
2017-9-28 0:56:41, Cancel, 37,
2017-9-28 0:56:36, Cancel, 28,
2017-9-28 0:56:31, Cancel, 31,
2017-9-28 0:56:26, Cancel, 26,
2017-9-28 0:56:21, Cancel, 33,
2017-9-28 0:56:16, Cancel, 39,
2017-9-28 0:56:11, Cancel, 30,
2017-9-28 0:56:1, Cancel, 33,
2017-9-28 0:55:6, Cancel, 32,
2017-9-28 0:55:56, Cancel, 41,
2017-9-28 0:55:51, Cancel, 24,
2017-9-28 0:55:46, Cancel, 49,
2017-9-28 0:55:41, Cancel, 31,
2017-9-28 0:55:36, Cancel, 23,
2017-9-28 0:55:31, Cancel, 31,
2017-9-28 0:55:26, Cancel, 29,
2017-9-28 0:55:21, Cancel, 21,
2017-9-28 0:55:16, Cancel, 26,
2017-9-28 0:55:11, Cancel, 31,
2017-9-28 0:55:1, Cancel, 28,
2017-9-28 0:54:6, Cancel, 39,
2017-9-28 0:54:56, Cancel, 26,
2017-9-28 0:54:51, Cancel, 30,
2017-9-28 0:54:46, Cancel, 27,
2017-9-28 0:54:41, Cancel, 28,
2017-9-28 0:54:36, Cancel, 31,
2017-9-28 0:54:31, Cancel, 34,
2017-9-28 0:54:26, Cancel, 25,
2017-9-28 0:54:21, Cancel, 33,
2017-9-28 0:54:16, Cancel, 27,
2017-9-28 0:54:11, Cancel, 31,
2017-9-28 0:54:1, Cancel, 36,
2017-9-28 0:53:6, Cancel, 25,
2017-9-28 0:53:56, Cancel, 40,
2017-9-28 0:53:51, Cancel, 33,
2017-9-28 0:53:46, Cancel, 27,
2017-9-28 0:53:41, Cancel, 33,
2017-9-28 0:53:36, Cancel, 37,
2017-9-28 0:53:31, Cancel, 34,
2017-9-28 0:53:26, Cancel, 29,
2017-9-28 0:53:21, Cancel, 26,
2017-9-28 0:53:16, Cancel, 26,
2017-9-28 0:53:11, Cancel, 32,
2017-9-28 0:53:1, Cancel, 17,
2017-9-28 0:52:6, Cancel, 24,
2017-9-28 0:52:56, Cancel, 28,
2017-9-28 0:52:51, Cancel, 30,
2017-9-28 0:52:46, Cancel, 36,
2017-9-28 0:52:41, Cancel, 28,
2017-9-28 0:52:36, Cancel, 38,
2017-9-28 0:52:31, Cancel, 30,
2017-9-28 0:52:26, Cancel, 46,
2017-9-28 0:52:21, Cancel, 31,
2017-9-28 0:52:16, Cancel, 31,
2017-9-28 0:52:11, Cancel, 26,
2017-9-28 0:52:1, Cancel, 30,
2017-9-28 0:51:6, Cancel, 42,
2017-9-28 0:51:56, Cancel, 29,
2017-9-28 0:51:51, Cancel, 34,
2017-9-28 0:51:46, Cancel, 25,
2017-9-28 0:51:41, Cancel, 23,
2017-9-28 0:51:36, Cancel, 39,
2017-9-28 0:51:31, Cancel, 27,
2017-9-28 0:51:26, Cancel, 25,
2017-9-28 0:51:21, Cancel, 32,
2017-9-28 0:51:16, Cancel, 42,
2017-9-28 0:51:11, Cancel, 32,
2017-9-28 0:51:1, Cancel, 34,
2017-9-28 0:50:6, Cancel, 30,
2017-9-28 0:50:56, Cancel, 35,
2017-9-28 0:50:51, Cancel, 36,
2017-9-28 0:50:46, Cancel, 34,
2017-9-28 0:50:41, Cancel, 28,
2017-9-28 0:50:36, Cancel, 22,
2017-9-28 0:50:31, Cancel, 28,
2017-9-28 0:50:26, Cancel, 23,
2017-9-28 0:50:21, Cancel, 28,
2017-9-28 0:50:16, Cancel, 37,
2017-9-28 0:50:11, Cancel, 28,
2017-9-28 0:50:1, Cancel, 26,
2017-9-28 0:49:6, Cancel, 30,
2017-9-28 0:49:56, Cancel, 32,
2017-9-28 0:49:51, Cancel, 37,
2017-9-28 0:49:46, Cancel, 29,
2017-9-28 0:49:41, Cancel, 29,
2017-9-28 0:49:36, Cancel, 30,
2017-9-28 0:49:31, Cancel, 36,
2017-9-28 0:49:26, Cancel, 32,
2017-9-28 0:49:21, Cancel, 38,
2017-9-28 0:49:16, Cancel, 35,
2017-9-28 0:49:11, Cancel, 29,
2017-9-28 0:49:1, Cancel, 27,
2017-9-28 0:48:6, Cancel, 29,
2017-9-28 0:48:56, Cancel, 24,
2017-9-28 0:48:51, Cancel, 21,
2017-9-28 0:48:46, Cancel, 28,
2017-9-28 0:48:41, Cancel, 31,
2017-9-28 0:48:36, Cancel, 33,
2017-9-28 0:48:31, Cancel, 28,
2017-9-28 0:48:26, Cancel, 28,
2017-9-28 0:48:21, Cancel, 24,
2017-9-28 0:48:16, Cancel, 32,
2017-9-28 0:48:11, Cancel, 28,
2017-9-28 0:48:1, Cancel, 33,
2017-9-28 0:47:6, Cancel, 31,
2017-9-28 0:47:56, Cancel, 31,
2017-9-28 0:47:51, Cancel, 20,
2017-9-28 0:47:46, Cancel, 40,
2017-9-28 0:47:41, Cancel, 37,
2017-9-28 0:47:36, Cancel, 28,
2017-9-28 0:47:31, Cancel, 43,
2017-9-28 0:47:26, Cancel, 38,
2017-9-28 0:47:21, Cancel, 25,
2017-9-28 0:47:16, Cancel, 34,
2017-9-28 0:47:11, Cancel, 38,
2017-9-28 0:47:1, Cancel, 35,
2017-9-28 0:46:6, Cancel, 35,
2017-9-28 0:46:56, Cancel, 23,
2017-9-28 0:46:51, Cancel, 28,
2017-9-28 0:46:46, Cancel, 28,
2017-9-28 0:46:41, Cancel, 29,
2017-9-28 0:46:36, Cancel, 20,
2017-9-28 0:46:31, Cancel, 25,
2017-9-28 0:46:26, Cancel, 28,
2017-9-28 0:46:21, Cancel, 33,
2017-9-28 0:46:16, Cancel, 33,
2017-9-28 0:46:11, Cancel, 31,
2017-9-28 0:46:1, Cancel, 38,
2017-9-28 0:45:6, Cancel, 30,
2017-9-28 0:45:56, Cancel, 41,
2017-9-28 0:45:51, Cancel, 24,
2017-9-28 0:45:46, Cancel, 27,
2017-9-28 0:45:41, Cancel, 32,
2017-9-28 0:45:36, Cancel, 23,
2017-9-28 0:45:31, Cancel, 38,
2017-9-28 0:45:26, Cancel, 29,
2017-9-28 0:45:21, Cancel, 26,
2017-9-28 0:45:16, Cancel, 18,
2017-9-28 0:45:11, Cancel, 39,
2017-9-28 0:45:1, Cancel, 25,
2017-9-28 0:44:6, Cancel, 25,
2017-9-28 0:44:56, Cancel, 29,
2017-9-28 0:44:51, Cancel, 37,
2017-9-28 0:44:46, Cancel, 34,
2017-9-28 0:44:41, Cancel, 35,
2017-9-28 0:44:36, Cancel, 46,
2017-9-28 0:44:31, Cancel, 33,
2017-9-28 0:44:26, Cancel, 31,
2017-9-28 0:44:21, Cancel, 33,
2017-9-28 0:44:16, Cancel, 32,
2017-9-28 0:44:11, Cancel, 23,
2017-9-28 0:44:1, Cancel, 26,
2017-9-28 0:43:6, Cancel, 37,
2017-9-28 0:43:56, Cancel, 28,
2017-9-28 0:43:51, Cancel, 28,
2017-9-28 0:43:46, Cancel, 40,
2017-9-28 0:43:41, Cancel, 24,
2017-9-28 0:43:36, Cancel, 25,
2017-9-28 0:43:31, Cancel, 26,
2017-9-28 0:43:26, Cancel, 39,
2017-9-28 0:43:21, Cancel, 34,
2017-9-28 0:43:16, Cancel, 28,
2017-9-28 0:43:11, Cancel, 26,
2017-9-28 0:43:1, Cancel, 40,
2017-9-28 0:42:6, Cancel, 33,
2017-9-28 0:42:56, Cancel, 22,
2017-9-28 0:42:51, Cancel, 47,
2017-9-28 0:42:46, Cancel, 29,
2017-9-28 0:42:41, Cancel, 30,
2017-9-28 0:42:36, Cancel, 27,
2017-9-28 0:42:31, Cancel, 29,
2017-9-28 0:42:26, Cancel, 17,
2017-9-28 0:42:21, Cancel, 26,
2017-9-28 0:42:16, Cancel, 31,
2017-9-28 0:42:11, Cancel, 30,
2017-9-28 0:42:1, Cancel, 23,
2017-9-28 0:41:6, Cancel, 38,
2017-9-28 0:41:56, Cancel, 30,
2017-9-28 0:41:51, Cancel, 31,
2017-9-28 0:41:46, Cancel, 25,
2017-9-28 0:41:41, Cancel, 31,
2017-9-28 0:41:36, Cancel, 36,
2017-9-28 0:41:31, Cancel, 22,
2017-9-28 0:41:26, Cancel, 33,
2017-9-28 0:41:21, Cancel, 39,
2017-9-28 0:41:16, Cancel, 27,
2017-9-28 0:41:11, Cancel, 33,
2017-9-28 0:41:1, Cancel, 41,
2017-9-28 0:40:6, Cancel, 17,
2017-9-28 0:40:56, Cancel, 32,
2017-9-28 0:40:51, Cancel, 27,
2017-9-28 0:40:46, Cancel, 35,
2017-9-28 0:40:41, Cancel, 30,
2017-9-28 0:40:36, Cancel, 33,
2017-9-28 0:40:31, Cancel, 28,
2017-9-28 0:40:26, Cancel, 25,
2017-9-28 0:40:21, Cancel, 27,
2017-9-28 0:40:16, Cancel, 32,
2017-9-28 0:40:11, Cancel, 25,
2017-9-28 0:40:1, Cancel, 27,
2017-9-28 0:39:6, Cancel, 28,
2017-9-28 0:39:56, Cancel, 27,
2017-9-28 0:39:51, Cancel, 37,
2017-9-28 0:39:46, Cancel, 27,
2017-9-28 0:39:41, Cancel, 35,
2017-9-28 0:39:36, Cancel, 30,
2017-9-28 0:39:31, Cancel, 47,
2017-9-28 0:39:26, Cancel, 36,
2017-9-28 0:39:21, Cancel, 22,
2017-9-28 0:39:16, Cancel, 29,
2017-9-28 0:39:11, Cancel, 28,
2017-9-28 0:39:1, Cancel, 33,
2017-9-28 0:38:6, Cancel, 42,
2017-9-28 0:38:56, Cancel, 34,
2017-9-28 0:38:51, Cancel, 22,
2017-9-28 0:38:46, Cancel, 24,
2017-9-28 0:38:41, Cancel, 36,
2017-9-28 0:38:36, Cancel, 29,
2017-9-28 0:38:31, Cancel, 26,
2017-9-28 0:38:26, Cancel, 30,
2017-9-28 0:38:21, Cancel, 41,
2017-9-28 0:38:16, Cancel, 32,
2017-9-28 0:38:11, Cancel, 36,
2017-9-28 0:38:1, Cancel, 31,
2017-9-28 0:37:6, Cancel, 29,
2017-9-28 0:37:56, Cancel, 33,
2017-9-28 0:37:51, Cancel, 36,
2017-9-28 0:37:46, Cancel, 32,
2017-9-28 0:37:41, Cancel, 20,
2017-9-28 0:37:36, Cancel, 22,
2017-9-28 0:37:31, Cancel, 28,
2017-9-28 0:37:26, Cancel, 29,
2017-9-28 0:37:21, Cancel, 27,
2017-9-28 0:37:16, Cancel, 37,
2017-9-28 0:37:11, Cancel, 27,
2017-9-28 0:37:1, Cancel, 23,
2017-9-28 0:36:6, Cancel, 31,
2017-9-28 0:36:56, Cancel, 38,
2017-9-28 0:36:51, Cancel, 38,
2017-9-28 0:36:46, Cancel, 21,
2017-9-28 0:36:41, Cancel, 31,
2017-9-28 0:36:36, Cancel, 32,
2017-9-28 0:36:31, Cancel, 38,
2017-9-28 0:36:26, Cancel, 21,
2017-9-28 0:36:21, Cancel, 47,
2017-9-28 0:36:16, Cancel, 30,
2017-9-28 0:36:11, Cancel, 24,
2017-9-28 0:36:1, Cancel, 26,
2017-9-28 0:35:6, Cancel, 35,
2017-9-28 0:35:56, Cancel, 21,
2017-9-28 0:35:51, Cancel, 24,
2017-9-28 0:35:46, Cancel, 32,
2017-9-28 0:35:41, Cancel, 31,
2017-9-28 0:35:36, Cancel, 28,
2017-9-28 0:35:31, Cancel, 27,
2017-9-28 0:35:26, Cancel, 26,
2017-9-28 0:35:21, Cancel, 25,
2017-9-28 0:35:16, Cancel, 30,
2017-9-28 0:35:11, Cancel, 32,
2017-9-28 0:35:1, Cancel, 25,
2017-9-28 0:34:6, Cancel, 28,
2017-9-28 0:34:56, Cancel, 30,
2017-9-28 0:34:51, Cancel, 20,
2017-9-28 0:34:46, Cancel, 39,
2017-9-28 0:34:41, Cancel, 36,
2017-9-28 0:34:36, Cancel, 24,
2017-9-28 0:34:31, Cancel, 44,
2017-9-28 0:34:26, Cancel, 35,
2017-9-28 0:34:21, Cancel, 27,
2017-9-28 0:34:16, Cancel, 26,
2017-9-28 0:34:11, Cancel, 38,
2017-9-28 0:34:1, Cancel, 32,
2017-9-28 0:33:6, Cancel, 37,
2017-9-28 0:33:56, Cancel, 26,
2017-9-28 0:33:51, Cancel, 26,
2017-9-28 0:33:46, Cancel, 27,
2017-9-28 0:33:41, Cancel, 30,
2017-9-28 0:33:36, Cancel, 23,
2017-9-28 0:33:31, Cancel, 19,
2017-9-28 0:33:26, Cancel, 32,
2017-9-28 0:33:21, Cancel, 29,
2017-9-28 0:33:16, Cancel, 33,
2017-9-28 0:33:11, Cancel, 28,
2017-9-28 0:33:1, Cancel, 27,
2017-9-28 0:32:56, Cancel, 48,
2017-9-28 0:32:51, Cancel, 30,
2017-9-28 0:32:47, Cancel, 32,
2017-9-28 0:32:41, Cancel, 26,
2017-9-28 0:32:36, Cancel, 23,
2017-9-28 0:32:32, Cancel, 24,
2017-9-28 0:32:28, Cancel, 33,
2017-9-28 0:32:24, Cancel, 28,
2017-9-28 0:32:22, Cancel, 24,
2017-9-28 0:32:19, Cancel, 21,
